operator,amenity,layer,opening_hours,parking_type,Parking Station Name,Coordinates,Rate Zone,Zone Info,Location ID,Geometry Type,CenterPoint,CenterPoint_rad,Distance to Nearest,CenterPoint_tuple,Distance to Others
Icon Parking,parking,-1.0,24/7,underground,Unnamed,"[-73.9897083, 40.7755428]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),143,Point,"[-73.9897083, 40.7755428]","[-1.2913640224251763, 0.7116674761478676]",19.33499854368038,"(-73.9897083, 40.7755428)","[0.36705106249731106, 0.33353567888336194, 0.4157225556624931, 0.3966306713442846, 0.34150624729000306, 0.4918539450976546, 0.057307529393096246, 0.06901872568733557, 0.16665146647898016, 0.24754879590917486, 0.30349063105864427, 0.05674707717975104, 0.1188624902505672, 0.08087432486472289, 0.050975759624911174, 0.058118734020461624, 0.15468069806034732, 0.24253007866331483, 0.29891293107984535, 0.05720263729776756, 0.12274943000646622, 0.08411943289492277, 0.09467405628235143, 0.2112739102112047, 0.11942481070494042, 0.2707960550346396, 0.26335601116586693, 0.09597657633642462, 0.19491005794531843, 0.11230575964902259, 0.2736188870916013, 0.26717629869008475, 0.26717629869008475, 0.2643222079936684]"
Quik Park,parking,-1.0,N/A,underground,Unnamed,"[-73.9788877, 40.7831335]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),239,Point,"[-73.9788877, 40.7831335]","[-1.291175167328135, 0.7117999588553988]",124.70740535407616,"(-73.9788877, 40.7831335)","[0.2551974930442165, 0.2240697819648611, 0.1909435236520227, 0.1250799148047187, 0.2671965376555393, 0.26995248905817054, 0.3573290348959209, 0.35301799288069613, 0.35301799288069613, 0.3517153234472446]"
Icon Parking Systems,parking,-1.0,N/A,underground,Unnamed,"[-74.0030094, 40.7401692]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),68,Point,"[-74.0030094, 40.7401692]","[-1.2915961704143133, 0.7110500903595842]",186.55457864520815,"(-74.0030094, 40.7401692)","[0.5758341706928436, 0.5758341706928436, 0.5751283281738924, 0.9003341884762356, 0.9219871754551917, 0.8918490172571618, 0.9192400873049903, 0.26049323606943264, 0.7191179463196401, 0.2664651524558921, 0.7185257593907802, 0.18655457864520816, 0.2132722802811169, 0.19117662752025186, 0.21471008727087382, 0.18955831184433572, 0.19128626713992683, 0.8962951761368342, 0.8889209372140224]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[-73.958389, 40.7599463]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),140,Point,"[-73.958389, 40.7599463]","[-1.2908173975207564, 0.7113952658710805]",90.0418937945242,"(-73.958389, 40.7599463)","[0.0900418937945242, 0.0900418937945242, 0.10234094342373029, 0.10137101332401359, 0.7841857044095873, 0.7810069318699653, 0.772642074390253, 0.7680862701686879]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9873443, 40.7596857]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),230,Point,"[-73.9873443, 40.7596857]","[-1.2913227628416593, 0.7113907175430497]",34.279275931902134,"(-73.9873443, 40.7596857)","[0.22432481659132872, 0.8191394633297788, 0.7747368059660377, 0.11728102537261241, 0.3596922632401681, 0.6128738999461729, 0.08420031125023968, 0.21545315105984905, 0.08269026657017672, 0.21169463427047314, 0.21169463427047314, 0.032548678703409495, 0.16580785157806247, 0.21330403213585897, 0.03229858783387764, 0.1646150925706646]"
N/A,parking,N/A,N/A,garage,Unnamed,"[-73.9586469, 40.7800235]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),236,Point,"[-73.9586469, 40.7800235]","[-1.2908218987248974, 0.7117456791156618]",246.45652478803015,"(-73.9586469, 40.7800235)","[0.2464565247880302, 0.2464565247880302, 1.1707409528900365, 0.6836838410531868]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[-73.9901983, 40.7457943]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),234,Point,"[-73.9901983, 40.7457943]","[-1.2913725745385112, 0.7111482668753382]",63.68431654922854,"(-73.9901983, 40.7457943)","[0.27343546514414274, 0.27343546514414274, 0.23120991557196208, 0.20636708625020672, 0.11880700527448587, 0.16445421855781267, 0.20756697092141085, 0.11901692060075224, 0.16118780327710852, 0.5048210857177555, 0.5041776250314546, 0.04783405713488462, 0.04285756221121384, 0.16803608928342517, 0.4329565533260956, 0.17011656672405828, 0.42978864829539976, 0.23231597409586674]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[-73.9591769, 40.7606227]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),140,Point,"[-73.9591769, 40.7606227]","[-1.2908311489699331, 0.7114070712781408]",90.0418937945242,"(-73.9591769, 40.7606227)","[0.0900418937945242, 0.0900418937945242, 0.10234094342373029, 0.10137101332401359, 0.7841857044095873, 0.7810069318699653, 0.772642074390253, 0.7680862701686879]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[-73.9504499, 40.785132]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),236,Point,"[-73.9504499, 40.785132]","[-1.2906788340861113, 0.7118348392604998]",101.37148439295318,"(-73.9504499, 40.785132)","[0.2464565247880302, 0.2464565247880302, 1.1707409528900365, 0.6836838410531868]"
N/A,parking,N/A,N/A,garage,Vincent 15 Parking LLC,"[-73.9968701, 40.7383801]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),90,Point,"[-73.9968701, 40.7383801]","[-1.2914890194155455, 0.7110188646739368]",111.85226256704219,"(-73.9968701, 40.7383801)","[0.11185226256704218, 0.004434785661822888, 0.004434785661822888, 0.19896672218728476, 0.1960336824014159]"
N/A,parking,-1.0,N/A,underground,Allie II parking,"[-73.9861645, 40.7699259]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),142,Point,"[-73.9861645, 40.7699259]","[-1.2913021714471442, 0.7115694427491124]",55.07220605999314,"(-73.9861645, 40.7699259)","[0.5306616594154867, 0.05622363584023492, 0.05622363584023492, 0.35953354351998795, 0.3694257667301812, 0.5887346037566538, 0.3698535230580274, 0.5798615852315002, 0.37221322901343107]"
N/A,parking,N/A,N/A,multi-storey,24 Hour Parking,"[-73.9837732, 40.7678612]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),48,Point,"[-73.9837732, 40.7678612]","[-1.2912604353887414, 0.7115334069360465]",28.17386073382852,"(-73.9837732, 40.7678612)","[1.4693792035769637, 1.4693792035769637, 1.4596849111527908, 1.2273279900931007, 0.4894825873204619, 0.4617251511338812, 0.6741510262610023, 0.675563491676373, 0.8387437109718501, 1.0639116209200652, 1.0472573363031301, 1.1155248837890737, 0.7143003777192365, 0.6983941814553504, 0.8149360103575031, 0.8351612808720451, 1.0587217691660442, 1.04595810335134, 1.1009681557345394, 0.7107458555979614, 0.6836985866082618, 0.8102545804650074]"
"Crown Parking, LLC",parking,-1.0,N/A,underground,Quik Park,"[-73.9851191, 40.7606886]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),230,Point,"[-73.9851191, 40.7606886]","[-1.2912839257751438, 0.711408221450118]",101.394947706418,"(-73.9851191, 40.7606886)","[0.22432481659132872, 0.8191394633297788, 0.7747368059660377, 0.11728102537261241, 0.3596922632401681, 0.6128738999461729, 0.08420031125023968, 0.21545315105984905, 0.08269026657017672, 0.21169463427047314, 0.21169463427047314, 0.032548678703409495, 0.16580785157806247, 0.21330403213585897, 0.03229858783387764, 0.1646150925706646]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[-73.9706979, 40.7536149]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),233,Point,"[-73.9706979, 40.7536149]","[-1.2910322283530553, 0.7112847620948197]",97.37349915554765,"(-73.9706979, 40.7536149)","[0.20008473535965662, 0.3383769935394296, 0.3862024613581038, 0.5068474258701959, 0.4910620817126377, 0.40022908004735636, 0.43178235545149724, 0.5285937609576215, 0.2959680184663614, 0.2959680184663614, 0.2874074350054013]"
N/A,parking,N/A,N/A,multi-storey,Unnamed,"[-73.9774687, 40.7452795]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),137,Point,"[-73.9774687, 40.7452795]","[-1.2911504011060493, 0.7111392819203489]",126.29004171093457,"(-73.9774687, 40.7452795)","[0.42319715021226273, 0.26699177414644004, 0.8398962436166477, 0.42017820708520687, 0.17487257426527772, 0.9757025354551084, 0.9685353284018093, 0.8157168671996127, 0.8102874633173005, 0.7748731048311925, 0.6130163835787987, 0.5621464868995886, 0.0021796287572013137, 0.12950192547927758, 0.5994360900866185, 0.5617839603314109, 0.5617839603314109, 0.43528146187486094, 0.17215003175500382, 0.4631282113912435, 0.16737951393607184, 0.45752720899608157, 0.25812801490658066, 0.26147089722636857]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.97884, 40.7440251]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),137,Point,"[-73.97884, 40.7440251]","[-1.291174334806082, 0.7111173885102119]",69.03468259039302,"(-73.97884, 40.7440251)","[0.42319715021226273, 0.26699177414644004, 0.8398962436166477, 0.42017820708520687, 0.17487257426527772, 0.9757025354551084, 0.9685353284018093, 0.8157168671996127, 0.8102874633173005, 0.7748731048311925, 0.6130163835787987, 0.5621464868995886, 0.0021796287572013137, 0.12950192547927758, 0.5994360900866185, 0.5617839603314109, 0.5617839603314109, 0.43528146187486094, 0.17215003175500382, 0.4631282113912435, 0.16737951393607184, 0.45752720899608157, 0.25812801490658066, 0.26147089722636857]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.978958, 40.7462336]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),170,Point,"[-73.978958, 40.7462336]","[-1.2911763942945993, 0.7111559341067422]",69.03468259039302,"(-73.978958, 40.7462336)","[0.6883713734087532, 0.6883713734087532, 0.7929232622035232, 0.8504516158470831, 0.11770677442243493, 0.15613306189795118, 0.4320209315495741, 1.1128976660026413, 1.1113971706898735, 0.8470273982823893, 0.8495928961293837, 0.7722709258266244, 0.7747169922468481, 0.8870264720008423, 0.8840682672035842, 0.274781910127277, 0.28590058836858045, 0.9904566599607552, 0.9897907522038053]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9712031, 40.7459331]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),233,Point,"[-73.9712031, 40.7459331]","[-1.2910410457564363, 0.7111506893923399]",48.39300598825348,"(-73.9712031, 40.7459331)","[0.20008473535965662, 0.3383769935394296, 0.3862024613581038, 0.5068474258701959, 0.4910620817126377, 0.40022908004735636, 0.43178235545149724, 0.5285937609576215, 0.2959680184663614, 0.2959680184663614, 0.2874074350054013]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9715741, 40.7451091]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),233,Point,"[-73.9715741, 40.7451091]","[-1.2910475209279613, 0.7111363078793035]",48.39300598825348,"(-73.9715741, 40.7451091)","[0.20008473535965662, 0.3383769935394296, 0.3862024613581038, 0.5068474258701959, 0.4910620817126377, 0.40022908004735636, 0.43178235545149724, 0.5285937609576215, 0.2959680184663614, 0.2959680184663614, 0.2874074350054013]"
N/A,parking,-1.0,N/A,underground,Quik Park Garage,"[-73.9732633, 40.7537377]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),162,Point,"[-73.9732633, 40.7537377]","[-1.2910770030296859, 0.7112869053591411]",66.83458252799909,"(-73.9732633, 40.7537377)","[0.362762085721996, 0.0018366838647535387, 0.0018366838647535387, 0.4252935966264878, 0.43679834454702254]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.991328, 40.729394]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),113,Point,"[-73.991328, 40.729394]","[-1.291392291523071, 0.7108620276420233]",183.1418936060663,"(-73.991328, 40.729394)","[0.26103717215825506, 0.26103717215825506, 0.1831418936060663, 0.18935353927308202]"
N/A,parking,N/A,N/A,garage,Waterside Plaza Parking,"[-73.9735451, 40.7378339]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),137,Point,"[-73.9735451, 40.7378339]","[-1.291081921367518, 0.7110093316855624]",82.52539283088555,"(-73.9735451, 40.7378339)","[0.42319715021226273, 0.26699177414644004, 0.8398962436166477, 0.42017820708520687, 0.17487257426527772, 0.9757025354551084, 0.9685353284018093, 0.8157168671996127, 0.8102874633173005, 0.7748731048311925, 0.6130163835787987, 0.5621464868995886, 0.0021796287572013137, 0.12950192547927758, 0.5994360900866185, 0.5617839603314109, 0.5617839603314109, 0.43528146187486094, 0.17215003175500382, 0.4631282113912435, 0.16737951393607184, 0.45752720899608157, 0.25812801490658066, 0.26147089722636857]"
N/A,parking,N/A,N/A,multi-storey,Unnamed,"[-73.9828904, 40.762404]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),230,Point,"[-73.9828904, 40.762404]","[-1.2912450276221046, 0.7114381608281066]",73.84137967486116,"(-73.9828904, 40.762404)","[0.22432481659132872, 0.8191394633297788, 0.7747368059660377, 0.11728102537261241, 0.3596922632401681, 0.6128738999461729, 0.08420031125023968, 0.21545315105984905, 0.08269026657017672, 0.21169463427047314, 0.21169463427047314, 0.032548678703409495, 0.16580785157806247, 0.21330403213585897, 0.03229858783387764, 0.1646150925706646]"
Herald Square Parking LLC,parking,-1.0,N/A,underground,Unnamed,"[-73.990726, 40.7470293]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),186,Point,"[-73.990726, 40.7470293]","[-1.2913817846409739, 0.7111698216916004]",41.29681922035381,"(-73.990726, 40.7470293)","[0.07898010861027872, 0.21175397659391446, 0.20029668768693829, 0.2610970275275054, 0.44305970246793736, 0.44710981939101707, 0.23368276786917427, 0.23025507273894805, 0.09393684028132565, 0.40845810011710837, 0.09022564261786703, 0.4098734675148562, 0.4098734675148562, 0.40849030935064384]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.98464, 40.7472701]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),164,Point,"[-73.98464, 40.7472701]","[-1.2912755639026976, 0.7111740244444391]",79.72010214309732,"(-73.98464, 40.7472701)","[0.07391084946154317, 0.3262513467095463, 0.3262513467095463, 0.1321822607256353, 0.13585582875853944, 0.07972010214309733, 0.07993787157329207, 0.3589018777777605, 0.3634552417351211]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9935898, 40.731674]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),113,Point,"[-73.9935898, 40.731674]","[-1.2914317673800924, 0.7109018211489688]",110.72415732138936,"(-73.9935898, 40.731674)","[0.26103717215825506, 0.26103717215825506, 0.1831418936060663, 0.18935353927308202]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9938962, 40.7367007]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),234,Point,"[-73.9938962, 40.7367007]","[-1.2914371150689206, 0.7109895536144788]",75.90480434904252,"(-73.9938962, 40.7367007)","[0.27343546514414274, 0.27343546514414274, 0.23120991557196208, 0.20636708625020672, 0.11880700527448587, 0.16445421855781267, 0.20756697092141085, 0.11901692060075224, 0.16118780327710852, 0.5048210857177555, 0.5041776250314546, 0.04783405713488462, 0.04285756221121384, 0.16803608928342517, 0.4329565533260956, 0.17011656672405828, 0.42978864829539976, 0.23231597409586674]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-74.0062934, 40.7160382]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),231,Point,"[-74.0062934, 40.7160382]","[-1.291653487026949, 0.7106289249577855]",116.1010916840408,"(-74.0062934, 40.7160382)","[0.640732381099219, 0.640732381099219, 0.13489928269182033, 0.3030353597297753, 0.9072423698759179, 0.8101138534308967, 0.8046261139581793, 0.4032987881206577, 0.48288211496969097, 0.1759347315324687, 0.22647530536239766, 0.4041064238889661, 0.48281042627953885, 0.17805861720877253, 0.2232540178224996, 1.208565607327159, 1.205690434070224, 1.0624172554328282, 0.7449699935383445, 1.0505133189670828, 0.7484460730622645, 0.5831745222766808, 0.5812694016556167]"
N/A,parking,N/A,N/A,surface,Unnamed,"[-73.9782867, 40.7621082]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),161,Point,"[-73.9782867, 40.7621082]","[-1.2911646778993306, 0.7114329981441793]",152.55390898607087,"(-73.9782867, 40.7621082)","[0.9017855121993501, 0.04245594634790844, 0.04245594634790844, 0.49119093879537606, 0.1545709040187989, 0.15032392408662199]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9794599, 40.7646852]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),163,Point,"[-73.9794599, 40.7646852]","[-1.2911851541021149, 0.7114779752790032]",77.41253426891565,"(-73.9794599, 40.7646852)","[0.38464185885279456, 0.38464185885279456, 0.07741253426891564, 0.07959807418416008]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9829189, 40.7648085]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),163,Point,"[-73.9829189, 40.7648085]","[-1.2912455250409416, 0.7114801272699709]",73.84137967486116,"(-73.9829189, 40.7648085)","[0.38464185885279456, 0.38464185885279456, 0.07741253426891564, 0.07959807418416008]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9838062, 40.7669507]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),48,Point,"[-73.9838062, 40.7669507]","[-1.2912610113473946, 0.7115175157132071]",28.17386073382852,"(-73.9838062, 40.7669507)","[1.4693792035769637, 1.4693792035769637, 1.4596849111527908, 1.2273279900931007, 0.4894825873204619, 0.4617251511338812, 0.6741510262610023, 0.675563491676373, 0.8387437109718501, 1.0639116209200652, 1.0472573363031301, 1.1155248837890737, 0.7143003777192365, 0.6983941814553504, 0.8149360103575031, 0.8351612808720451, 1.0587217691660442, 1.04595810335134, 1.1009681557345394, 0.7107458555979614, 0.6836985866082618, 0.8102545804650074]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9733298, 40.7492126]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),233,Point,"[-73.9733298, 40.7492126]","[-1.2910781636736386, 0.711207927465159]",15.934659093960995,"(-73.9733298, 40.7492126)","[0.20008473535965662, 0.3383769935394296, 0.3862024613581038, 0.5068474258701959, 0.4910620817126377, 0.40022908004735636, 0.43178235545149724, 0.5285937609576215, 0.2959680184663614, 0.2959680184663614, 0.2874074350054013]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9731873, 40.7492675]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),233,Point,"[-73.9731873, 40.7492675]","[-1.2910756765794544, 0.7112088856509184]",15.934659093960995,"(-73.9731873, 40.7492675)","[0.20008473535965662, 0.3383769935394296, 0.3862024613581038, 0.5068474258701959, 0.4910620817126377, 0.40022908004735636, 0.43178235545149724, 0.5285937609576215, 0.2959680184663614, 0.2959680184663614, 0.2874074350054013]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9930318, 40.7514135]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),186,Point,"[-73.9930318, 40.7514135]","[-1.2914220284428664, 0.7112463404166662]",16.802887466359184,"(-73.9930318, 40.7514135)","[0.07898010861027872, 0.21175397659391446, 0.20029668768693829, 0.2610970275275054, 0.44305970246793736, 0.44710981939101707, 0.23368276786917427, 0.23025507273894805, 0.09393684028132565, 0.40845810011710837, 0.09022564261786703, 0.4098734675148562, 0.4098734675148562, 0.40849030935064384]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9928906, 40.7516087]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),186,Point,"[-73.9928906, 40.7516087]","[-1.2914195640379624, 0.7112497472993661]",16.802887466359184,"(-73.9928906, 40.7516087)","[0.07898010861027872, 0.21175397659391446, 0.20029668768693829, 0.2610970275275054, 0.44305970246793736, 0.44710981939101707, 0.23368276786917427, 0.23025507273894805, 0.09393684028132565, 0.40845810011710837, 0.09022564261786703, 0.4098734675148562, 0.4098734675148562, 0.40849030935064384]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9798254, 40.7506425]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),170,Point,"[-73.9798254, 40.7506425]","[-1.291191533280531, 0.7112328839281333]",57.99411697586751,"(-73.9798254, 40.7506425)","[0.6883713734087532, 0.6883713734087532, 0.7929232622035232, 0.8504516158470831, 0.11770677442243493, 0.15613306189795118, 0.4320209315495741, 1.1128976660026413, 1.1113971706898735, 0.8470273982823893, 0.8495928961293837, 0.7722709258266244, 0.7747169922468481, 0.8870264720008423, 0.8840682672035842, 0.274781910127277, 0.28590058836858045, 0.9904566599607552, 0.9897907522038053]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9803469, 40.7506696]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),170,Point,"[-73.9803469, 40.7506696]","[-1.2912006351725802, 0.7112333569123607]",57.99411697586751,"(-73.9803469, 40.7506696)","[0.6883713734087532, 0.6883713734087532, 0.7929232622035232, 0.8504516158470831, 0.11770677442243493, 0.15613306189795118, 0.4320209315495741, 1.1128976660026413, 1.1113971706898735, 0.8470273982823893, 0.8495928961293837, 0.7722709258266244, 0.7747169922468481, 0.8870264720008423, 0.8840682672035842, 0.274781910127277, 0.28590058836858045, 0.9904566599607552, 0.9897907522038053]"
N/A,parking,-1.0,N/A,underground,Unnamed,"[-73.9717142, 40.7466157]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),170,Point,"[-73.9717142, 40.7466157]","[-1.2910499661342432, 0.711162603009814]",48.8090371222991,"(-73.9717142, 40.7466157)","[0.6883713734087532, 0.6883713734087532, 0.7929232622035232, 0.8504516158470831, 0.11770677442243493, 0.15613306189795118, 0.4320209315495741, 1.1128976660026413, 1.1113971706898735, 0.8470273982823893, 0.8495928961293837, 0.7722709258266244, 0.7747169922468481, 0.8870264720008423, 0.8840682672035842, 0.274781910127277, 0.28590058836858045, 0.9904566599607552, 0.9897907522038053]"
icon,parking,-1.0,N/A,underground,icon 24hr Parking,"[-73.9722414, 40.7482754]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),233,Point,"[-73.9722414, 40.7482754]","[-1.2910591675100598, 0.7111915702394094]",32.171919834133845,"(-73.9722414, 40.7482754)","[0.20008473535965662, 0.3383769935394296, 0.3862024613581038, 0.5068474258701959, 0.4910620817126377, 0.40022908004735636, 0.43178235545149724, 0.5285937609576215, 0.2959680184663614, 0.2959680184663614, 0.2874074350054013]"
