operator,amenity,layer,opening_hours,Geometry Type,Parking Station Name,Coordinates,Location ID,parking_type,Rate Zone,Zone Info,CenterPoint,CenterPoint_rad
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9957386, 40.7391558], [-73.9960547, 40.7392874], [-73.9959723, 40.7394011], [-73.9956561, 40.7392694], [-73.9957386, 40.7391558]]",90,N/A,N/A,N/A,"[-73.99585540000001, 40.73927845]","[-1.291471309559626, 0.7110345438392721]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9831152, 40.743009], [-73.9828424, 40.7428937], [-73.9828392, 40.7428979], [-73.9827118, 40.7430747], [-73.9827014, 40.7430769], [-73.9825377, 40.7430168], [-73.98239, 40.7429582], [-73.9823303, 40.7430422], [-73.9824903, 40.7431105], [-73.9825829, 40.7431463], [-73.9826122, 40.7431087], [-73.9829415, 40.7432453], [-73.9831152, 40.743009]]",170,surface,N/A,N/A,"[-73.98272275, 40.743069500000004]","[-1.2912421015776137, 0.7111007101438799]"
Quik Park,parking,N/A,N/A,LineString,Unnamed,"[[-73.9951797, 40.7489895], [-73.9952845, 40.7490322], [-73.9954997, 40.7491223], [-73.9953745, 40.7492836], [-73.9950595, 40.7491509], [-73.9951797, 40.7489895]]",186,N/A,N/A,N/A,"[-73.9952796, 40.74913655]","[-1.2914612599537927, 0.711206600142263]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9939336, 40.7393092], [-73.9938532, 40.7392787], [-73.9940012, 40.7390747], [-73.994033, 40.7390284], [-73.9941749, 40.7388322], [-73.9943353, 40.7388998], [-73.9941779, 40.7391174], [-73.9940968, 40.7390834], [-73.9939336, 40.7393092]]",234,N/A,N/A,N/A,"[-73.99409425, 40.7390707]","[-1.2914405716935042, 0.7110309179177511]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9928283, 40.7382726], [-73.9929393, 40.7383184], [-73.9927721, 40.738551], [-73.9927076, 40.7385244], [-73.9926611, 40.7385052], [-73.9928283, 40.7382726]]",234,N/A,N/A,N/A,"[-73.9928002, 40.7384118]","[-1.2914179862603188, 0.7110194179433097]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9917379, 40.737614], [-73.9914454, 40.737488], [-73.9915956, 40.7372878], [-73.9918438, 40.7373947], [-73.9918881, 40.7374139], [-73.9917379, 40.737614]]",234,N/A,N/A,N/A,"[-73.99166675000001, 40.7374509]","[-1.2913982038259122, 0.7110026470745272]"
Icon Parking,parking,-1.0,N/A,MultiPolygon,Lincoln Center Park and Lock Garage,"[[[[-73.9854675, 40.7724307], [-73.9844771, 40.7720289], [-73.9844163, 40.7720047], [-73.9843523, 40.7719791], [-73.9843153, 40.7719643], [-73.9842942, 40.7719558], [-73.9842475, 40.7719364], [-73.9842271, 40.771929], [-73.9836366, 40.7716604], [-73.9828289, 40.7727838], [-73.9828354, 40.7728741], [-73.9846345, 40.7736219], [-73.9854675, 40.7724307]]]]",142,underground,N/A,N/A,"[-73.98424616923077, 40.772276907692316]","[-1.2912686902590789, 0.7116104755740831]"
N/A,parking,N/A,N/A,LineString,Little Man Parking,"[[-73.9883542, 40.7293294], [-73.988454, 40.7293719], [-73.988615, 40.7294404], [-73.9886169, 40.7294412], [-73.9885725, 40.7295017], [-73.9884841, 40.7296218], [-73.9882214, 40.72951], [-73.9883467, 40.7293395], [-73.9883542, 40.7293294]]",79,multi-storey,N/A,N/A,"[-73.98841915, 40.7294756]","[-1.2913415225131242, 0.710863451830693]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9955275, 40.713024], [-73.9956183, 40.7130143], [-73.995656, 40.7132832], [-73.9955698, 40.7132897], [-73.9955644, 40.713251], [-73.9955275, 40.713024]]",45,N/A,N/A,N/A,"[-73.99559174999999, 40.713151999999994]","[-1.2914667079990527, 0.7105785512649143]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9962318, 40.7127924], [-73.9957776, 40.7128371], [-73.9957704, 40.7127838], [-73.9957526, 40.7126488], [-73.9957457, 40.7125997], [-73.9956974, 40.7122759], [-73.9960034, 40.7122523], [-73.9960062, 40.712273], [-73.9960307, 40.7124562], [-73.9960325, 40.712469], [-73.9961868, 40.7124571], [-73.9961885, 40.7124702], [-73.9961998, 40.7125543], [-73.9962066, 40.7126079], [-73.9962238, 40.712733], [-73.9962318, 40.7127924]]",45,N/A,N/A,N/A,"[-73.99596460000001, 40.7125447]","[-1.291473215459169, 0.7105679518803671]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9644809, 40.800711], [-73.9642323, 40.8006054], [-73.9643407, 40.8004592], [-73.9645893, 40.8005648], [-73.9644809, 40.800711]]",24,surface,N/A,N/A,"[-73.9644108, 40.8005851]","[-1.290922497757653, 0.7121045467351399]"
N/A,parking,N/A,N/A,LineString,Red Ball Garage,"[[-73.9802086, 40.7437252], [-73.9806487, 40.7439161], [-73.9806217, 40.7439521], [-73.9804902, 40.7441275], [-73.9804787, 40.7441428], [-73.9800385, 40.7439519], [-73.9800434, 40.7439454], [-73.9801259, 40.7438353], [-73.9802086, 40.7437252]]",170,multi-storey,N/A,N/A,"[-73.9803436, 40.743933999999996]","[-1.2912005775767148, 0.7111157985152633]"
N/A,parking,-1.0,N/A,LineString,Unnamed,"[[-73.9968223, 40.7283435], [-73.9968104, 40.7283574], [-73.996673, 40.7282898], [-73.9969309, 40.7279866], [-73.9970752, 40.7280577], [-73.9970998, 40.7280289], [-73.9971239, 40.7280004], [-73.9969796, 40.7279294], [-73.9972567, 40.7276037], [-73.9973948, 40.7276717], [-73.9973842, 40.7276842], [-73.9975302, 40.7277561], [-73.9975654, 40.7277735], [-73.9977163, 40.7278477], [-73.9977269, 40.7278352], [-73.9978812, 40.7279112], [-73.9976062, 40.7282344], [-73.9974442, 40.7281546], [-73.9974154, 40.7281884], [-73.9973933, 40.7282144], [-73.9975554, 40.7282942], [-73.9972975, 40.7285973], [-73.9971416, 40.7285205], [-73.9971535, 40.7285066], [-73.9969887, 40.7284254], [-73.9968223, 40.7283435]]",114,underground,N/A,N/A,"[-73.99727709999999, 40.7281005]","[-1.2914961229056012, 0.7108394518081488]"
N/A,parking,N/A,N/A,LineString,Christie Garage,"[[-73.9942212, 40.7177197], [-73.9942963, 40.7175763], [-73.9945946, 40.7176667], [-73.9945195, 40.7178102], [-73.9944037, 40.7177751], [-73.9942212, 40.7177197]]",148,multi-storey,N/A,N/A,"[-73.9944079, 40.717693249999996]","[-1.2914460459187032, 0.7106578110295706]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9877034, 40.7394745], [-73.987727, 40.7394428], [-73.9878746, 40.7392437], [-73.9881913, 40.7393797], [-73.98802, 40.7396104], [-73.9879593, 40.7395844], [-73.9877034, 40.7394745]]",234,multi-storey,N/A,N/A,"[-73.98794735, 40.73942705]","[-1.2913332880497133, 0.7110371373985406]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9387046, 40.792497], [-73.9388811, 40.7925708], [-73.9388454, 40.7926197], [-73.9389808, 40.7926764], [-73.9390152, 40.7926292], [-73.9397975, 40.7929567], [-73.9396193, 40.7932007], [-73.9394463, 40.7934376], [-73.9381115, 40.7928786], [-73.9382377, 40.7927058], [-73.9384785, 40.7928066], [-73.9387046, 40.792497]]",74,surface,N/A,N/A,"[-73.9389545, 40.7929673]","[-1.2904782015072775, 0.7119715910433815]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9397975, 40.7929567], [-73.9390152, 40.7926292], [-73.9389808, 40.7926764], [-73.9388454, 40.7926197], [-73.9388811, 40.7925708], [-73.9387046, 40.792497], [-73.9384785, 40.7928066], [-73.9382377, 40.7927058], [-73.9381115, 40.7928786], [-73.9394463, 40.7934376], [-73.9396193, 40.7932007], [-73.9397975, 40.7929567]]]]",74,surface,N/A,N/A,"[-73.93899295, 40.79282798333333]","[-1.290478872586375, 0.7119691595088452]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0035429, 40.723143], [-74.0033616, 40.7230543], [-74.0034221, 40.7229828], [-74.0034785, 40.7229161], [-74.0034794, 40.7229165], [-74.0036813, 40.7230153], [-74.0037165, 40.7229735], [-74.0037887, 40.7230089], [-74.0040013, 40.7231129], [-74.0038908, 40.7232436], [-74.0036046, 40.7231035], [-74.0035947, 40.7231151], [-74.0035747, 40.7231054], [-74.0035726, 40.7231078], [-74.0035429, 40.723143]]",211,multi-storey,N/A,N/A,"[-74.00368145, 40.723079850000005]","[-1.2916078998995515, 0.7107518249350586]"
N/A,parking,N/A,N/A,LineString,iPark,"[[-73.996191, 40.7170186], [-73.9962164, 40.7169779], [-73.9962684, 40.7168947], [-73.9963479, 40.7169233], [-73.9963877, 40.7168596], [-73.99642, 40.7168712], [-73.9964624, 40.7168033], [-73.9964908, 40.7168135], [-73.9965255, 40.716758], [-73.9967057, 40.7168227], [-73.9965114, 40.7171336], [-73.9963744, 40.7170844], [-73.9963103, 40.7170614], [-73.9962675, 40.717046], [-73.9962236, 40.7170303], [-73.996191, 40.7170186]]",144,multi-storey,N/A,N/A,"[-73.99644835000001, 40.7169458]","[-1.2914816584894255, 0.7106447655660766]"
N/A,parking,N/A,Mo-Su 00:00-24:00,LineString,Skyport,"[[-73.9733174, 40.7352505], [-73.9733364, 40.735207], [-73.9733279, 40.7352011], [-73.9733126, 40.7351881], [-73.9732997, 40.7351737], [-73.9732893, 40.7351581], [-73.9732851, 40.73515], [-73.9732789, 40.7351332], [-73.9732757, 40.7351159], [-73.9732754, 40.7350985], [-73.9732763, 40.7350898], [-73.9732805, 40.7350726], [-73.9732876, 40.735056], [-73.9732922, 40.735048], [-73.9733033, 40.7350328], [-73.973317, 40.7350188], [-73.9733247, 40.7350123], [-73.9733417, 40.7350006], [-73.9733606, 40.7349907], [-73.973381, 40.7349827], [-73.9734026, 40.7349768], [-73.9734137, 40.7349747], [-73.9734364, 40.7349721], [-73.9734478, 40.7349716], [-73.9734707, 40.7349725], [-73.9734933, 40.7349755], [-73.9735152, 40.7349808], [-73.9735431, 40.7349427], [-73.974431, 40.7353194], [-73.9744031, 40.7353575], [-73.9744126, 40.7353621], [-73.974421, 40.735368], [-73.9744363, 40.7353809], [-73.974443, 40.7353879], [-73.9744492, 40.7353952], [-73.9744581, 40.7354083], [-73.9744659, 40.7354232], [-73.97447, 40.7354355], [-73.9744733, 40.7354527], [-73.9744736, 40.7354701], [-73.9744727, 40.7354787], [-73.9744686, 40.7354958], [-73.9744654, 40.7355041], [-73.9744616, 40.7355123], [-73.9744518, 40.735528], [-73.9744395, 40.7355425], [-73.9744247, 40.7355557], [-73.9744165, 40.7355617], [-73.9744078, 40.7355673], [-73.9743891, 40.7355771], [-73.9743689, 40.7355849], [-73.9743583, 40.735588], [-73.9743364, 40.7355927], [-73.9743252, 40.7355942], [-73.9743139, 40.7355951], [-73.9742912, 40.7355952], [-73.9742687, 40.7355931], [-73.9742576, 40.7355912], [-73.974236, 40.7355857], [-73.9742055, 40.7356273], [-73.9741861, 40.7356191], [-73.9733174, 40.7352505]]",137,multi-storey,N/A,N/A,"[-73.9738745, 40.735285]","[-1.291087670482074, 0.7109648449882583]"
N/A,parking,N/A,N/A,MultiPolygon,Pier 40,"[[[[-74.0147964, 40.7285585], [-74.0143503, 40.7285222], [-74.0142938, 40.7285184], [-74.0113717, 40.7282808], [-74.0113248, 40.7287734], [-74.0113159, 40.7288732], [-74.0112901, 40.7291292], [-74.0112805, 40.7292302], [-74.0112378, 40.7296794], [-74.01117, 40.7303918], [-74.0139952, 40.7306176], [-74.0142782, 40.728591], [-74.0147852, 40.728641], [-74.0147964, 40.7285585]], [[-74.0135401, 40.7290763], [-74.013409, 40.7300534], [-74.0118567, 40.7299347], [-74.0119909, 40.7289523], [-74.0135401, 40.7290763]]]]",158,multi-storey,N/A,N/A,"[-74.0128749, 40.72912937894736]","[-1.2917683558716688, 0.7108574091333847]"
Parking Systems,parking,N/A,N/A,LineString,Delancey & Essex Municipal Garage,"[[-73.9879101, 40.7194288], [-73.9879384, 40.7193733], [-73.9879595, 40.719332], [-73.9880747, 40.7191064], [-73.9882861, 40.7191689], [-73.9884042, 40.7192038], [-73.9884722, 40.7192239], [-73.9885985, 40.7192612], [-73.988663, 40.7192803], [-73.9884983, 40.7196027], [-73.988433, 40.7195834], [-73.9883062, 40.7195459], [-73.9882393, 40.7195261], [-73.9881581, 40.7195021], [-73.9881114, 40.7194883], [-73.9879816, 40.71945], [-73.9879101, 40.7194288]]",148,multi-storey,N/A,N/A,"[-73.98828655, 40.719354550000006]","[-1.291339208206536, 0.7106868061844341]"
SP+,parking,N/A,N/A,LineString,SP+,"[[-73.9406286, 40.8390425], [-73.940067, 40.8387594], [-73.9400712, 40.8391324], [-73.9404218, 40.8392841], [-73.9405026, 40.8391703], [-73.9406286, 40.8390425]]",244,surface,N/A,N/A,"[-73.9403478, 40.83902175]","[-1.2905025191797457, 0.7127753928310766]"
iPark,parking,N/A,N/A,LineString,Unnamed,"[[-73.9799625, 40.7630711], [-73.9797885, 40.763311], [-73.9799427, 40.7633757], [-73.9801052, 40.7634422], [-73.9802789, 40.763204], [-73.9799625, 40.7630711]]",163,surface,N/A,N/A,"[-73.9800337, 40.76325665]","[-1.291195168801363, 0.7114530423779738]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9879551, 40.7594815], [-73.9879818, 40.7594448], [-73.988018, 40.7593949], [-73.987808, 40.7593067], [-73.9874868, 40.7591731], [-73.9874763, 40.7591877], [-73.9874247, 40.7591659], [-73.9872563, 40.7593971], [-73.9873077, 40.7594188], [-73.9875193, 40.7595072], [-73.9876349, 40.7593483], [-73.9879551, 40.7594815]]",230,surface,N/A,N/A,"[-73.98763715, 40.75933655]","[-1.2913278740383736, 0.7113846237259663]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9865346, 40.7592905], [-73.9863727, 40.7592219], [-73.9861965, 40.7594647], [-73.9863576, 40.7595319], [-73.9865346, 40.7592905]]",230,N/A,N/A,N/A,"[-73.98636555, 40.7593769]","[-1.2913056804316054, 0.7113853279663196]"
Meyers Parking,parking,N/A,N/A,LineString,Unnamed,"[[-73.9931232, 40.749162], [-73.9931958, 40.7491925], [-73.9932827, 40.7490731], [-73.993277, 40.7490707], [-73.9933651, 40.7489497], [-73.9938258, 40.7491438], [-73.9936714, 40.7493558], [-73.9934822, 40.7496156], [-73.9932806, 40.7495307], [-73.9929547, 40.7493934], [-73.9930397, 40.7492767], [-73.9931232, 40.749162]]",186,multi-storey,N/A,N/A,"[-73.99339025, 40.74928265]","[-1.2914282845755702, 0.7112091500683001]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0020158, 40.7277454], [-74.0015925, 40.7275562], [-74.0016344, 40.7274967], [-74.0017016, 40.7275288], [-74.0017145, 40.7275131], [-74.0018658, 40.7275889], [-74.0019327, 40.7275126], [-74.0020916, 40.7275894], [-74.0020591, 40.7276288], [-74.0020966, 40.7276467], [-74.0020158, 40.7277454]]",211,N/A,N/A,N/A,"[-74.00184455, 40.72762105]","[-1.2915758399465216, 0.7108310838270502]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.98568, 40.7452092], [-73.9859085, 40.7453055], [-73.9857388, 40.7455386], [-73.9857356, 40.7455431], [-73.985507, 40.7454468], [-73.98568, 40.7452092]]",164,multi-storey,N/A,N/A,"[-73.98570774999999, 40.74537615]","[-1.2912941996557854, 0.7111409687810709]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9797163, 40.7450933], [-73.9798715, 40.7451587], [-73.9798589, 40.7451759], [-73.9797529, 40.7453214], [-73.9797366, 40.7453145], [-73.9797101, 40.7453509], [-73.9796682, 40.7454084], [-73.9795293, 40.7453498], [-73.9795725, 40.7452906], [-73.9796597, 40.7451709], [-73.9797163, 40.7450933]]",170,multi-storey,N/A,N/A,"[-73.9797004, 40.745250850000005]","[-1.291189351618966, 0.7111387818835183]"
Meyers Parking,parking,N/A,24/7,LineString,Unnamed,"[[-73.9848095, 40.7495117], [-73.9848594, 40.7495325], [-73.9849655, 40.7495767], [-73.9851821, 40.749667], [-73.985177, 40.749674], [-73.9850106, 40.749905], [-73.9849562, 40.7498823], [-73.9847947, 40.749815], [-73.9846278, 40.7500467], [-73.9845198, 40.7500017], [-73.984471, 40.7499814], [-73.9846233, 40.74977], [-73.9847041, 40.7496579], [-73.9848095, 40.7495117]]",164,multi-storey,N/A,N/A,"[-73.98482655000001, 40.7497792]","[-1.2912788198144172, 0.7112178165007008]"
N/A,parking,N/A,N/A,LineString,Herald Square Shopping Court,"[[-73.9868793, 40.7516559], [-73.9867954, 40.7517734], [-73.9866096, 40.7516966], [-73.9866935, 40.7515791], [-73.9868793, 40.7516559]]",100,N/A,N/A,N/A,"[-73.98674445, 40.75167625]","[-1.2913122934841412, 0.7112509262692759]"
N/A,parking,N/A,N/A,LineString,Select Garages,"[[-73.9805486, 40.7472197], [-73.9805656, 40.7471966], [-73.980558, 40.7471934], [-73.9806333, 40.7470915], [-73.9806962, 40.7471184], [-73.9809449, 40.7472247], [-73.9808734, 40.7473214], [-73.9807854, 40.7472838], [-73.9807646, 40.747312], [-73.9806062, 40.7472443], [-73.9805486, 40.7472197]]",170,multi-storey,N/A,N/A,"[-73.98074675000001, 40.74720645]","[-1.2912076138715944, 0.7111729135423702]"
N/A,parking,N/A,N/A,LineString,20th Century Garage,"[[-73.9687944, 40.7529469], [-73.9691864, 40.7531121], [-73.9690812, 40.7532565], [-73.9690123, 40.7533511], [-73.9686198, 40.753185], [-73.9687944, 40.7529469]]",233,multi-storey,N/A,N/A,"[-73.9689031, 40.753149]","[-1.2910009031836405, 0.7112766306058346]"
SP+,parking,N/A,N/A,LineString,Central Parking,"[[-73.970218, 40.7576578], [-73.9703809, 40.7577268], [-73.9702428, 40.757915], [-73.9702171, 40.7579515], [-73.9701216, 40.757911], [-73.9700536, 40.7578822], [-73.9700868, 40.7578369], [-73.970114, 40.7577998], [-73.9701923, 40.7576928], [-73.970218, 40.7576578]]",162,multi-storey,N/A,N/A,"[-73.97021724999999, 40.75780465]","[-1.2910238394280054, 0.711357887027155]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.990422, 40.7587894], [-73.9908851, 40.7589841], [-73.9909628, 40.7590168], [-73.9907874, 40.759258], [-73.9902465, 40.7590306], [-73.9902981, 40.7589596], [-73.9903498, 40.7588886], [-73.9904009, 40.7588184], [-73.990422, 40.7587894]]",48,multi-storey,N/A,N/A,"[-73.99060465, 40.7590237]","[-1.2913796666839266, 0.7113791634634015]"
"Advance Parking, LLC",parking,N/A,24/7,LineString,Unnamed,"[[-73.9880477, 40.7577881], [-73.9880377, 40.7577839], [-73.9882128, 40.7575429], [-73.9883345, 40.7575941], [-73.9884586, 40.7576462], [-73.9882836, 40.757887], [-73.9880477, 40.7577881]]",230,multi-storey,N/A,N/A,"[-73.98824815, 40.75771494999999]","[-1.2913385380001035, 0.7113563214668159]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9865404, 40.7604209], [-73.9864513, 40.7603834], [-73.986445, 40.7603921], [-73.9864351, 40.7603854], [-73.9864392, 40.7603797], [-73.9864262, 40.7603587], [-73.9863884, 40.7603428], [-73.9865511, 40.7601191], [-73.986711, 40.7601864], [-73.9867014, 40.7601995], [-73.9865404, 40.7604209]]",230,multi-storey,N/A,N/A,"[-73.9865497, 40.76027]","[-1.2913088944554227, 0.7114009155018691]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9809524, 40.7564286], [-73.9811544, 40.7565135], [-73.9809758, 40.7567591], [-73.9807739, 40.7566741], [-73.9809524, 40.7564286]]",161,multi-storey,N/A,N/A,"[-73.98096415, 40.75659385]","[-1.2912114082173882, 0.711336754580572]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9850485, 40.7565199], [-73.9850186, 40.7565075], [-73.985034, 40.7564861], [-73.9851904, 40.7562693], [-73.985323, 40.7563246], [-73.9853287, 40.756327], [-73.9853799, 40.7563483], [-73.9853243, 40.7564254], [-73.9852777, 40.7564901], [-73.9852224, 40.7565668], [-73.9850301, 40.7568335], [-73.9849584, 40.7568035], [-73.9848704, 40.7567668], [-73.9849339, 40.7566788], [-73.9849678, 40.7566318], [-73.9850485, 40.7565199]]",230,multi-storey,N/A,N/A,"[-73.98512515, 40.7565514]","[-1.2912840313675635, 0.7113360136883045]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9601082, 40.7630107], [-73.9604239, 40.7631429], [-73.9602722, 40.7633563], [-73.9599551, 40.763226], [-73.9600279, 40.7631237], [-73.9600523, 40.7630896], [-73.9601082, 40.7630107]]",141,multi-storey,N/A,N/A,"[-73.9601895, 40.7631835]","[-1.2908488221739387, 0.7114517656696259]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9583569, 40.7630891], [-73.9586721, 40.7632233], [-73.9584985, 40.7634589], [-73.9581833, 40.7633247], [-73.9582232, 40.7632705], [-73.9583387, 40.7631139], [-73.9583569, 40.7630891]]",140,multi-storey,N/A,N/A,"[-73.9584277, 40.763274]","[-1.290818072963177, 0.7114533451925991]"
N/A,parking,N/A,N/A,LineString,Surrey Garage,"[[-73.9519538, 40.7704045], [-73.952176, 40.7704974], [-73.9521596, 40.7705201], [-73.9520561, 40.7706631], [-73.9520007, 40.7707397], [-73.9517785, 40.7706469], [-73.9518109, 40.7706021], [-73.9519461, 40.7704152], [-73.9519538, 40.7704045]]",140,N/A,N/A,N/A,"[-73.95197725, 40.770572099999995]","[-1.2907054913724418, 0.7115807210667388]"
N/A,parking,N/A,N/A,LineString,Mount Sinai,"[[-73.951872, 40.7886003], [-73.9518214, 40.7886698], [-73.9514247, 40.7885155], [-73.9517751, 40.7880324], [-73.9521705, 40.78819], [-73.9520933, 40.788296], [-73.9520384, 40.7883715], [-73.9519287, 40.7885224], [-73.951872, 40.7886003]]",75,multi-storey,N/A,N/A,"[-73.95179759999999, 40.7883511]","[-1.2907023558884405, 0.7118910231544509]"
N/A,parking,N/A,N/A,MultiPolygon,Mount Sinai,"[[[[-73.9521705, 40.78819], [-73.9517751, 40.7880324], [-73.9514247, 40.7885155], [-73.9518214, 40.7886698], [-73.951872, 40.7886003], [-73.9519287, 40.7885224], [-73.9520384, 40.7883715], [-73.9520933, 40.788296], [-73.9521705, 40.78819]]]]",75,multi-storey,N/A,N/A,"[-73.95192162222222, 40.78837643333333]","[-1.2907045204845637, 0.7118914653045281]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9801409, 40.7809522], [-73.9803228, 40.7807049], [-73.9806301, 40.7808355], [-73.9804669, 40.7810574], [-73.9803896, 40.7810245], [-73.9803831, 40.7810334], [-73.9803688, 40.7810274], [-73.9803566, 40.7810438], [-73.9801409, 40.7809522]]",239,multi-storey,N/A,N/A,"[-73.9803855, 40.78088115]","[-1.2912013088696714, 0.7117606479319916]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9401862, 40.7861909], [-73.9401476, 40.7861725], [-73.9401252, 40.7862027], [-73.9400932, 40.7861908], [-73.940051, 40.7861721], [-73.939786, 40.7860581], [-73.9397719, 40.7860626], [-73.9398057, 40.7860192], [-73.9398166, 40.7860161], [-73.9398563, 40.7859571], [-73.9398692, 40.785956], [-73.9399145, 40.7858968], [-73.9399295, 40.7858943], [-73.9399688, 40.7858362], [-73.9399865, 40.7858332], [-73.9400257, 40.7857762], [-73.9400445, 40.7857713], [-73.9400821, 40.7857157], [-73.9401003, 40.7857104], [-73.9401273, 40.785715], [-73.9401203, 40.7856843], [-73.9401305, 40.7856698], [-73.940151, 40.7856769], [-73.9401662, 40.785713], [-73.940193, 40.7856777], [-73.9402119, 40.785672], [-73.9402466, 40.7856223], [-73.9402618, 40.7856196], [-73.940392, 40.7856717], [-73.940409, 40.7856698], [-73.9405888, 40.7857457], [-73.9405942, 40.7857585], [-73.940557, 40.7858097], [-73.9405429, 40.7858156], [-73.9405024, 40.7858716], [-73.9404863, 40.7858753], [-73.9404445, 40.7859329], [-73.9404276, 40.7859356], [-73.9403882, 40.7859913], [-73.9403715, 40.7859963], [-73.9403302, 40.7860543], [-73.9403161, 40.7860568], [-73.9402665, 40.7861205], [-73.9402833, 40.7861361], [-73.9402628, 40.7861612], [-73.9402263, 40.7862098], [-73.9402079, 40.786196], [-73.9401939, 40.786217], [-73.940153, 40.7862248], [-73.9401304, 40.7862162], [-73.9401388, 40.7861973], [-73.9401862, 40.7861909]]",75,multi-storey,N/A,N/A,"[-73.94018305, 40.7859222]","[-1.290499643749803, 0.7118486308522493]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9478569, 40.7964052], [-73.9479414, 40.7964407], [-73.9479521, 40.7964261], [-73.9482423, 40.7965479], [-73.9483162, 40.7965789], [-73.9479992, 40.797015], [-73.9476304, 40.7968601], [-73.9476408, 40.7968459], [-73.9475609, 40.7968124], [-73.9478569, 40.7964052]]",75,multi-storey,N/A,N/A,"[-73.94793855, 40.7967101]","[-1.2906350027599416, 0.712036915226625]"
SP+ Parking,parking,N/A,24/7,LineString,East River Plaza Garage,"[[-73.931788, 40.7952667], [-73.9317718, 40.7952892], [-73.9316572, 40.7952421], [-73.9315231, 40.7951853], [-73.931514, 40.7951979], [-73.9314753, 40.7951818], [-73.9313999, 40.7951504], [-73.9314086, 40.7951379], [-73.931349, 40.7951127], [-73.9311451, 40.7950273], [-73.9311356, 40.7950402], [-73.9310966, 40.7950246], [-73.9310203, 40.7949941], [-73.9310305, 40.7949794], [-73.9309755, 40.7949566], [-73.9307541, 40.7948669], [-73.9309027, 40.7946547], [-73.9312481, 40.7944664], [-73.9312542, 40.794463], [-73.9313378, 40.7944555], [-73.9314258, 40.7944921], [-73.9314582, 40.7945486], [-73.9314432, 40.7946038], [-73.9315029, 40.7945242], [-73.9320799, 40.7947627], [-73.9323226, 40.7948649], [-73.932405, 40.7948991], [-73.9323804, 40.7949329], [-73.9322338, 40.7951338], [-73.9320532, 40.7953813], [-73.9319681, 40.7953448], [-73.9318678, 40.7953022], [-73.931788, 40.7952667]]",74,multi-storey,N/A,N/A,"[-73.93157955000001, 40.7949184]","[-1.2903494843476078, 0.7120056441624171]"
